annee;patho_niv1;patho_niv2;patho_niv3;top;cla_age_5;sexe;region;dept;Ntop;Npop;prev;Niveau prioritaire;libelle_classe_age;libelle_sexe;tri
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;65-69;9;93;04;40;11700;0.376;2,3;de 65 à 69 ans;tous sexes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;65-69;9;93;06;300;67230;0.452;2,3;de 65 à 69 ans;tous sexes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;65-69;9;99;999;18770;3859860;0.486;2,3;de 65 à 69 ans;tous sexes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;1;01;999;180;9430;1.94;2,3;de 70 à 74 ans;hommes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;1;06;976;;900;;2,3;de 70 à 74 ans;hommes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;1;11;91;350;23980;1.447;2,3;de 70 à 74 ans;hommes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;1;24;37;170;16450;1.015;2,3;de 70 à 74 ans;hommes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;1;27;21;170;14350;1.192;2,3;de 70 à 74 ans;hommes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;1;27;39;80;7670;1.004;2,3;de 70 à 74 ans;hommes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;1;27;89;150;10850;1.373;2,3;de 70 à 74 ans;hommes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;1;32;999;2050;143430;1.429;2,3;de 70 à 74 ans;hommes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;1;44;51;190;14560;1.284;2,3;de 70 à 74 ans;hommes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;1;44;57;380;26010;1.445;2,3;de 70 à 74 ans;hommes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;1;44;67;390;27890;1.384;2,3;de 70 à 74 ans;hommes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;1;44;68;280;19760;1.432;2,3;de 70 à 74 ans;hommes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;1;44;08;90;7670;1.173;2,3;de 70 à 74 ans;hommes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;1;44;999;1840;145770;1.264;2,3;de 70 à 74 ans;hommes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;1;52;49;230;20650;1.099;2,3;de 70 à 74 ans;hommes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;1;52;72;140;15750;0.914;2,3;de 70 à 74 ans;hommes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;1;53;35;290;24950;1.146;2,3;de 70 à 74 ans;hommes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;1;75;19;90;7950;1.107;2,3;de 70 à 74 ans;hommes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;1;75;24;170;14970;1.149;2,3;de 70 à 74 ans;hommes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;1;75;33;460;41290;1.104;2,3;de 70 à 74 ans;hommes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;1;75;86;120;11910;1.016;2,3;de 70 à 74 ans;hommes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;1;75;999;1950;183000;1.066;2,3;de 70 à 74 ans;hommes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;1;76;32;60;6480;0.864;2,3;de 70 à 74 ans;hommes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;1;76;82;70;7410;0.959;2,3;de 70 à 74 ans;hommes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;1;76;09;50;5150;1.049;2,3;de 70 à 74 ans;hommes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;1;84;01;160;15210;1.052;2,3;de 70 à 74 ans;hommes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;1;84;15;50;5000;1.059;2,3;de 70 à 74 ans;hommes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;1;84;26;120;14460;0.858;2,3;de 70 à 74 ans;hommes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;1;84;38;300;30290;1.004;2,3;de 70 à 74 ans;hommes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;1;84;74;200;17920;1.094;2,3;de 70 à 74 ans;hommes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;1;93;13;620;49820;1.24;2,3;de 70 à 74 ans;hommes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;1;93;999;1590;142230;1.121;2,3;de 70 à 74 ans;hommes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;1;94;2B;70;4900;1.512;2,3;de 70 à 74 ans;hommes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;1;94;999;110;9210;1.238;2,3;de 70 à 74 ans;hommes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;2;01;971;260;11440;2.23;2,3;de 70 à 74 ans;femmes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;2;02;972;210;11160;1.89;2,3;de 70 à 74 ans;femmes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;2;03;973;30;2360;1.146;2,3;de 70 à 74 ans;femmes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;2;06;999;;830;;2,3;de 70 à 74 ans;femmes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;2;11;75;710;55080;1.291;2,3;de 70 à 74 ans;femmes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;2;11;78;380;33870;1.119;2,3;de 70 à 74 ans;femmes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;2;11;91;370;28080;1.332;2,3;de 70 à 74 ans;femmes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;2;11;95;380;25700;1.467;2,3;de 70 à 74 ans;femmes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;2;24;18;90;10970;0.82;2,3;de 70 à 74 ans;femmes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;2;24;36;90;8020;1.16;2,3;de 70 à 74 ans;femmes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;2;24;999;770;82520;0.938;2,3;de 70 à 74 ans;femmes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;2;27;21;190;16460;1.13;2,3;de 70 à 74 ans;femmes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;2;28;61;110;9720;1.08;2,3;de 70 à 74 ans;femmes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;2;32;80;230;17310;1.305;2,3;de 70 à 74 ans;femmes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;2;32;999;2600;168540;1.544;2,3;de 70 à 74 ans;femmes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;2;44;52;70;6050;1.224;2,3;de 70 à 74 ans;femmes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;2;44;55;70;6060;1.122;2,3;de 70 à 74 ans;femmes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;2;44;08;140;8520;1.585;2,3;de 70 à 74 ans;femmes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;2;52;85;260;26140;0.976;2,3;de 70 à 74 ans;femmes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;2;75;19;100;8790;1.081;2,3;de 70 à 74 ans;femmes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;2;75;33;480;48440;0.993;2,3;de 70 à 74 ans;femmes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;2;75;40;150;15910;0.968;2,3;de 70 à 74 ans;femmes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;2;75;79;140;11930;1.182;2,3;de 70 à 74 ans;femmes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;2;76;11;180;13790;1.298;2,3;de 70 à 74 ans;femmes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;2;76;12;100;9880;1.032;2,3;de 70 à 74 ans;femmes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;2;76;32;60;6890;0.856;2,3;de 70 à 74 ans;femmes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;2;76;46;80;6850;1.153;2,3;de 70 à 74 ans;femmes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;2;76;48;40;2510;1.512;2,3;de 70 à 74 ans;femmes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;2;76;66;200;18640;1.046;2,3;de 70 à 74 ans;femmes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;2;76;81;140;13550;1.033;2,3;de 70 à 74 ans;femmes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;2;76;999;2280;191710;1.191;2,3;de 70 à 74 ans;femmes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;2;84;01;180;16400;1.073;2,3;de 70 à 74 ans;femmes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;2;84;15;60;5320;1.184;2,3;de 70 à 74 ans;femmes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;2;84;43;70;7620;0.971;2,3;de 70 à 74 ans;femmes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;2;84;73;150;12950;1.135;2,3;de 70 à 74 ans;femmes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;2;84;999;2460;227900;1.079;2,3;de 70 à 74 ans;femmes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;2;93;83;400;40700;0.975;2,3;de 70 à 74 ans;femmes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;2;94;999;150;9970;1.525;2,3;de 70 à 74 ans;femmes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;9;02;972;380;20090;1.887;2,3;de 70 à 74 ans;tous sexes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;9;04;974;500;29860;1.668;2,3;de 70 à 74 ans;tous sexes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;9;06;999;;1730;;2,3;de 70 à 74 ans;tous sexes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;9;11;75;1280;99060;1.294;2,3;de 70 à 74 ans;tous sexes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;9;11;78;730;62780;1.156;2,3;de 70 à 74 ans;tous sexes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;9;11;999;6710;496140;1.352;2,3;de 70 à 74 ans;tous sexes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;9;24;36;170;15430;1.102;2,3;de 70 à 74 ans;tous sexes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;9;24;45;380;38160;0.988;2,3;de 70 à 74 ans;tous sexes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;9;27;39;170;16050;1.053;2,3;de 70 à 74 ans;tous sexes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;9;27;71;390;37440;1.047;2,3;de 70 à 74 ans;tous sexes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;9;27;999;1970;174750;1.129;2,3;de 70 à 74 ans;tous sexes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;9;28;14;460;43150;1.066;2,3;de 70 à 74 ans;tous sexes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;9;28;50;310;32960;0.934;2,3;de 70 à 74 ans;tous sexes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;9;32;02;410;30730;1.325;2,3;de 70 à 74 ans;tous sexes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;9;44;51;420;31630;1.334;2,3;de 70 à 74 ans;tous sexes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;9;44;52;120;11530;1.049;2,3;de 70 à 74 ans;tous sexes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;9;44;67;840;58600;1.434;2,3;de 70 à 74 ans;tous sexes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;9;44;999;4070;308180;1.322;2,3;de 70 à 74 ans;tous sexes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;9;52;49;470;44220;1.054;2,3;de 70 à 74 ans;tous sexes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;9;52;85;490;50210;0.984;2,3;de 70 à 74 ans;tous sexes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;9;53;35;590;53910;1.102;2,3;de 70 à 74 ans;tous sexes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;9;75;16;220;22730;0.955;2,3;de 70 à 74 ans;tous sexes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;9;75;19;180;16740;1.093;2,3;de 70 à 74 ans;tous sexes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;9;75;64;470;43870;1.071;2,3;de 70 à 74 ans;tous sexes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;9;75;999;4100;390210;1.05;2,3;de 70 à 74 ans;tous sexes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;9;76;30;590;48060;1.223;2,3;de 70 à 74 ans;tous sexes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;9;76;32;120;13370;0.86;2,3;de 70 à 74 ans;tous sexes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;9;76;48;60;5070;1.262;2,3;de 70 à 74 ans;tous sexes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;9;76;65;160;16090;0.988;2,3;de 70 à 74 ans;tous sexes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;9;84;42;560;45590;1.235;2,3;de 70 à 74 ans;tous sexes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;9;84;74;380;38370;0.983;2,3;de 70 à 74 ans;tous sexes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;9;93;04;120;11190;1.099;2,3;de 70 à 74 ans;tous sexes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;9;93;05;100;9340;1.017;2,3;de 70 à 74 ans;tous sexes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;70-74;9;93;83;770;76100;1.008;2,3;de 70 à 74 ans;tous sexes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;75-79;1;02;972;260;6540;4.009;2,3;de 75 à 79 ans;hommes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;75-79;1;02;999;260;6540;4.009;2,3;de 75 à 79 ans;hommes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;75-79;1;03;973;50;1420;3.805;2,3;de 75 à 79 ans;hommes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;75-79;1;04;999;340;9070;3.693;2,3;de 75 à 79 ans;hommes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;75-79;1;11;77;520;18080;2.854;2,3;de 75 à 79 ans;hommes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;75-79;1;11;92;620;20370;3.064;2,3;de 75 à 79 ans;hommes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;75-79;1;11;94;630;17110;3.706;2,3;de 75 à 79 ans;hommes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;75-79;1;11;95;520;14670;3.531;2,3;de 75 à 79 ans;hommes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;75-79;1;24;28;210;7280;2.927;2,3;de 75 à 79 ans;hommes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;75-79;1;24;36;130;4910;2.567;2,3;de 75 à 79 ans;hommes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;75-79;1;24;41;140;6730;2.081;2,3;de 75 à 79 ans;hommes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;75-79;1;24;45;260;11700;2.248;2,3;de 75 à 79 ans;hommes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;75-79;1;27;25;190;9300;2.086;2,3;de 75 à 79 ans;hommes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;75-79;1;27;39;120;5310;2.317;2,3;de 75 à 79 ans;hommes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;75-79;1;27;58;110;4650;2.41;2,3;de 75 à 79 ans;hommes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;75-79;1;27;70;120;4750;2.57;2,3;de 75 à 79 ans;hommes;37.0
2021;Maladies neurologiques ou dégénératives;Démences (dont maladie d'Alzheimer);Démences (dont maladie d'Alzheimer);top_NDemenc_ind;75-79;1;27;999;1370;54440;2.524;2,3;de 75 à 79 ans;hommes;37.0
